"Chave";"Código";"Nome";"Referência Principal";"Descrição Genérica";"Classe";"CRM";"Un";"Localização física";"Classificação Fiscal";"Procedência";"Modelo";"Eixo";"Mola Freio";"Cor";"Tamanho";"Rodado";"Pneu";"Outras Características";"Volume";"Bruto";"Líquido"
"75587220";"CBHM5000 GR SC RD BE MM P750(I) M17 AV";"Carreta Hidráulica 5t (5m3) Rd de 1 Eixo - GRANELEIRA - C/ FREIOS + BASE P/ ENSILADEIRA + MANG MAIORES + PNEUS 750(I) - AMARELA - Molas não Incluídas";"622926M17AV";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SC";"Amarela";;"RD";"750(I) - 750(I) (Un)";"B. ENS. + MANG. MAIORES";0;"924";"914"
"75587370";"CBH7 UG SS RD P750(I) M21 VJ";"Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ PNEUS 750(I) - VERDE - Molas e Freios não Incluídos";"622928M21VJ";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH7";"1E";"SS";"Verde";"60cm";"RD";"750(I) - 750(I) (Un)";;0;"1205";"1200"
"75588357";"CBH5 FO-1M SS RD BE M21";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ BASE P/ ENSILADEIRA - Molas, Freios e Pneus não Incluídos";"622930M21";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Laranja";"1m";"RD";;"B. ENS.";0;"1118";"1108"
"75588377";"CBH5 FO-1M SS RD BE M21 VM";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ BASE P/ ENSILADEIRA - VERMELHA - Molas, Freios e Pneus não Incluídos";"622930M21VM";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Vermelha";"1m";"RD";;"B. ENS.";0;"1118";"1108"
"75591706";"CBH5 UG SS RD M21 VM";"Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - VERMELHA - Molas, Freios e Pneus não Incluídos";"621602M21VM";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Vermelha";"60cm";"RD";;;0;"800";"790"
"75592714";"CBHM3500 SS RS P700(R) M17 VJ";"Carreta Hidráulica 3,5t (3,5m3) RS de 1 Eixo - USO GERAL - C/ PNEUS 700(R) - VERDE - Molas e Freios não Incluídos";"622915M17VJ";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM3500";"1E";"SS";"Verde";;"RS";"700(R) - 700(R) (Un)";;0;"850";"840"
"75712112";"CBH5 FO SS RD MM M21";"Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos";"622819M21";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Laranja";"1,4m";"RD";;"MANG. MAIORES";0;"1118";"1108"
"75751071";"CBHM5000 GR SS T MM M20 VJ";"Carreta Hidráulica 5t (5m3) de Eixo Tandem - GRANELEIRA - C/ MANG MAIORES - VERDE - Molas, Freios e Pneus não Incluídos";"614938M20VJ";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Verde";;"TANDEM";;"MANG. MAIORES";0;"910";"900"
"75757760";"CBH6-2E FO SS RS/RD M21 VJ";"Carreta Hidráulica 6t (9m3) RS/RD de 2 Eixos - FORRAGEIRA - VERDE - Molas, Freios e Pneus não Incluídos";"622315M21VJ";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH6-2E";"2E";"SS";"Verde";"1,4m";"RS/RD";;;0;"1445";"1440"
"75763011";"CBH6R FO SS T M21 AN";"Carreta Hidráulica 6t (7,5m3) de Eixo Tandem - FORRAGEIRA - AZUL - Molas, Freios e Pneus não Incluídos";"622595M21AN";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH6R";"1E";"SS";"Azul";"1,4m";"TANDEM";;;0;"1485";"1480"
"75816209";"CBHM5000 GR SC RD BE MM P700(R) M17 AV";"Carreta Hidráulica 5t (5m3) Rd de 1 Eixo - GRANELEIRA - C/ FREIOS + BASE P/ ENSILADEIRA + MANG MAIORES + PNEUS 700(R) - AMARELA - Molas não Incluídas";"622934M17AV";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SC";"Amarela";;"RD";"700(R) - 700(R) (Un)";"B. ENS. + MANG. MAIORES";0;"924";"914"
"75834318";"CBHM6000 CA SS RD P750(R) M21 VJ";"Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - C/ PNEUS 750(R) - VERDE - Molas e Freios não Incluídos";"622562M21VJ";"Cafeeira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SS";"Verde";;"RD";"750(R) - 750(R) (Un)";;0;"1160";"1150"
"75835109";"CBHM6000 UG SS T M20 AN";"Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - AZUL - Molas, Freios e Pneus não Incluídos";"619622M20AN";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SS";"Azul";;"TANDEM";;;0;"1174";"1164"
"75845868";"CBHM3500 SC RD BE M17";"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo - USO GERAL - C/ FREIOS + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos";"622935M17";"Uso Geral";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM3500";"1E";"SC";"Laranja";;"RD";;"B. ENS.";0;"850";"840"
"75846871";"CBHM3500 SC RD BE M17 VM";"Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo - USO GERAL - C/ FREIOS + BASE P/ ENSILADEIRA - VERMELHA - Molas e Pneus não Incluídos";"622935M17VM";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM3500";"1E";"SC";"Vermelha";;"RD";;"B. ENS.";0;"850";"840"
"75857019";"CBHM5000 GR SS RD MM P750(I) M17 AV";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ MANG MAIORES + PNEUS 750(I) - AMARELA - Molas e Freios não Incluídos";"622936M17AV";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Amarela";;"RD";"750(I) - 750(I) (Un)";"MANG. MAIORES";0;"910";"900"
"75863050";"CBHM3500 SC RS BE MM P700(R) M17 VM";"Carreta Hidráulica 5t (3,5m3) RS de 1 Eixo - USO GERAL - C/ FREIOS + BASE P/ ENSILADEIRA + MANG MAIORES + PNEUS 700(R) - VERMELHA - Molas não Incluída";"622937M17VM";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM3500";"1E";"SC";"Vermelha";;"RS";;"B. ENS. + MANG. MAIORES";0;"850";"840"
"75864382";"CBHM5000 CA SS RD MM P700(R) M17 VM";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - CAFEEIRA - C/ MANG MAIORES + PNEUS 700(R) - VERMELHA - Molas e Freios não Incluídas";"622938M17VM";"Cafeeira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Vermelha";;"RD";"700(R) - 700(R) (Un)";"MANG. MAIORES";0;"910";"900"
"75864467";"CBH6-2E FO SS RS/RD P750(I) M21";"Carreta Hidráulica 6t (9m3) RS/RD de 2 Eixos - FORRAGEIRA - C/ PNEUS  - Molas e Freios não Incluídos";"622939M21";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBH6-2E";"2E";"SS";"Laranja";"1,4m";"RS/RD";"750(I) - 750(I) (Un)";;0;"1445";"1440"
"75864610";"CBH5 FO-1M SS RD P750(I) M21";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ PNEUS - Molas e Freios não Incluídos";"622940M21";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Laranja";"1m";"RD";"750(I) - 750(I) (Un)";;0;"800";"790"
"75865090";"CBH6-2E FO-1M SS RS/T M21";"Carreta Hidráulica 6t (6m3) RS/Tandem de 2 Eixos - FORRAGEIRA 1M - Molas, Freios e Pneus não Incluídos";"622941M21";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBH6-2E";"2E";"SS";"Laranja";"1m";"RS/TANDEM";;;0;"1610";"1605"
"75878471";"CBH7 FO SS RD P700(R) M21 VM";"Carreta Hidráulica 7t (9m3) RD de 1 Eixo - FORRAGEIRA - C/ PNEUS 700(R) - VERMELHA - Molas e Freios não Incluídos";"622909M21VM";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH7";"1E";"SS";"Vermelha";"1,4m";"RD";"700(R) - 700(R) (Un)";;0;"1205";"1200"
"75878664";"CBH7 FO SS RD P700(R) M21 VJ";"Carreta Hidráulica 7t (9m3) RD de 1 Eixo - FORRAGEIRA - C/ PNEUS 700(R) - VERDE - Molas e Freios não Incluídos";"622909M21VJ";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH7";"1E";"SS";"Verde";"1,4m";"RD";"700(R) - 700(R) (Un)";;0;"1205";"1200"
"75933759";"CBHM6000-2E SS RS/RS P750(I) M17";"Carreta Hidráulica 6t (6m3) RS/RS de 2 Eixos - USO GERAL - C/ PNEUS - Molas e Freios não Incluídos";"622944M17";"Uso Geral";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"2E";"SS";"Laranja";;"RS/RS";"750(I) - 750(I) (Un)";;0;"1445";"1440"
"75951496";"CBHM5000 GR SS RD BE MM M17 VJ";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - BASE P/ ENSILADEIRA + MANG MAIORES - VERDE - Molas, Freios e Pneus não Incluídos";"622848M17VJ";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Verde";;"RD";;"B. ENS. + MANG. MAIORES";0;"1010";"1000"
"75951553";"CBH5 UG SS RD P750(R) M21 VJ";"Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ PNEUS 750(R) - VERDE - Molas e Freios não Incluídos";"622490M21VJ";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Verde";"60cm";"RD";"750(R) - 750(R) (Un)";;0;"800";"790"
"75951571";"CBH7 UG SS RD P750(R) M21 VJ";"Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ PNEUS 750(R) - VERDE - Molas e Freios não Incluídos";"622616M21VJ";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH7";"1E";"SS";"Verde";"60cm";"RD";"750(R) - 750(R) (Un)";;0;"1205";"1200"
"75954824";"CBHM6000-2E SS RS/RS M17 VM";"Carreta Hidráulica 6t (6m3) RS/RS de 2 Eixos - USO GERAL - VERMELHA - Molas, Freios e Pneus não Incluídos";"621899M17VM";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"2E";"SS";"Vermelha";;"RS/RS";;;0;"1445";"1440"
"75958324";"CBHM4500 SS RD P750(I) M17 VJ";"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - C/ PNEUS - VERDE - Molas e Freios não Incluídos";"622946M17VJ";"Cafeeira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM4500";"1E";"SS";"Verde";;"RD";"750(I) - 750(I) (Un)";;0;"880";"870"
"75964096";"CBH5 FO SC RD MM M21 VM";"Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES - VERMELHA - Molas e Pneus não Incluídos";"622823M21VM";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SC";"Vermelha";"1,4m";"RD";;"MANG. MAIORES";0;"1118";"1108"
"75985300";"CBHM5000 GR SS RD MM P750(I) M17 VM";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ MANG MAIORES + PNEUS 750(I) - VERMELHA - Molas e Freios não Incluídos";"622936M17VM";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Vermelha";;"RD";"750(I) - 750(I) (Un)";"MANG. MAIORES";0;"910";"900"
"75985881";"CBH5 UG SS RD M21 VJ";"Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - VERDE - Molas, Freios e Pneus não Incluídos";"621602M21VJ";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Verde";"60cm";"RD";;;0;"800";"790"
"75998632";"CBH7 UG SS RD P750(R) M21 AN";"Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ PNEUS 750(R) - AZUL - Molas e Freios não Incluídos";"622616M21AN";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH7";"1E";"SS";"Azul";"60cm";"RD";"750(R) - 750(R) (Un)";;0;"1205";"1200"
"75998650";"CBH5 UG SS RD P750(R) M21 AN";"Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ PNEUS 750(R) - AZUL - Molas e Freios não Incluídos";"622490M21AN";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Azul";"60cm";"RD";"750(R) - 750(R) (Un)";;0;"800";"790"
"75998668";"CBH7 FO SS RD P750(R) M21 AN";"Carreta Hidráulica 7t (9m3) RD de 1 Eixo - FORRAGEIRA - C/ PNEUS 750(R) - AZUL - Molas e Freios não Incluídos";"622355M21AN";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH7";"1E";"SS";"Azul";"1,4m";"RD";"750(R) - 750(R) (Un)";;0;"1205";"1200"
"76009868";"CBHM3500 SS RS MM M17 VM";"Carreta Hidráulica 3,5t (3,5m3) RS de 1 Eixo - USO GERAL - C/ MANGUEIRAS MAIORES - VERMELHA - Molas, Freios e Pneus não Incluídos";"622948M17VM";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM3500";"1E";"SS";"Vermelha";;"RS";;"MANG. MAIORES";0;"850";"840"
"76011405";"CBH5 FO SS T P750(R) M21 VM";"Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ PNEUS 750(R) - VERMELHO - Molas e Freios não Incluídos";"622818M21VM";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Vermelha";"1,4m";"TANDEM";"750(R) - 750(R) (Un)";;0;"1118";"1108"
"76012786";"CBH3,5 UG SS RS MM M21";"Carreta Hidráulica 3,5t (3m3) RS de 1 Eixo - USO GERAL - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos";"622949M21";"Uso Geral";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBH3,5";"1E";"SS";"Laranja";"60cm";"RS";;"MANG. MAIORES";0;"785";"780"
"76012829";"CBH3,5 UG SS RS MM M21 VM";"Carreta Hidráulica 3,5t (3m3) RS de 1 Eixo - USO GERAL - C/ MANG MAIORES - VERMELHA - Molas, Freios e Pneus não Incluídos";"622949M21VM";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH3,5";"1E";"SS";"Vermelha";"60cm";"RS";;"MANG. MAIORES";0;"785";"780"
"76012845";"CBH7 FO SC T MM P750(R) M21";"Carreta Hidráulica 7t (9m3) Eixo Tandem - FORRAGEIRA - C/ MANG MAIORES + PNEUS 750(R) - Molas e Freios não Incluídos";"622950M21";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH7";"1E";"SC";"Laranja";"1,4m";"TANDEM";"750(R) - 750(R) (Un)";"MANG. MAIORES";0;"1205";"1200"
"76012898";"CBH7 FO SC T MM P750(R) M21 VM";"Carreta Hidráulica 7t (9m3) Eixo Tandem - FORRAGEIRA - C/ MANG MAIORES + PNEUS 750(R) - VERMELHA - Molas e Freios não Incluídos";"622950M21VM";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH7";"1E";"SC";"Vermelha";"1,4m";"TANDEM";"750(R) - 750(R) (Un)";"MANG. MAIORES";0;"1205";"1200"
"76012916";"CBH7 FO SC T MM P700(R) M21 VM";"Carreta Hidráulica 7t (9m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluídas";"622951M21VM";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH7";"1E";"SC";"Vermelha";"1,4m";"TANDEM";"700(R) - 700(R) (Un)";"MANG. MAIORES";0;"1205";"1200"
"76013207";"CBHM6000 UG SC RD MM P700(R) M17";"Carreta Hidráulica 7t (6m3) RD de 1 Eixo - USO GERAL - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluídas";"622952M17";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SC";"Laranja";;"RD";"700(R) - 700(R) (Un)";"MANG. MAIORES";0;"1224";"1214"
"76013279";"CBH7 UG SS RD P750(R) M21 VM";"Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ PNEUS 750(R) - VERMELHO - Molas e Freios não Incluídos";"622616M21VM";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH7";"1E";"SS";"Vermelha";"60cm";"RD";"750(R) - 750(R) (Un)";;0;"1205";"1200"
"76023695";"CBHM6000 UG SC RD MM P750(R) M17";"Carreta Hidráulica 7t (6m3) RD de 1 Eixo - USO GERAL - C/ FREIOS + MANG MAIORES + PNEUS 750(R) - Molas não Incluídas";"622957M17";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SC";"Laranja";;"RD";"750(R) - 750(R) (Un)";"MANG. MAIORES";0;"1224";"1214"
"76025388";"CBHM6000 CA SS T MM M21 VJ";"Carreta Hidráulica (6m3) de Eixo Tandem - CAFEEIRA - C/ MANGUEIRAS MAIORES - VERDE - Molas, Freios e Pneus não Incluídos";"622825M21VJ";"Cafeeira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SS";"Verde";;"TANDEM";;"MANG. MAIORES";0;"1160";"1150"
"76025446";"CBH7 FO SS T MM M21 VJ";"Carreta Hidráulica 7t (9m3) de Eixo Tandem - FORRAGEIRA - C/ MANG MAIORES - VERDE - Molas, Freios e Pneus não Incluídos";"622820M21VJ";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH7";"1E";"SS";"Verde";"1,4m";"TANDEM";;"MANG. MAIORES";0;"1205";"1200"
"76037344";"622959LC";"TANQUE COMPLETO 6500L ""01 SAIDA + ESCADA E GRADIL"" [FTC 6500 LARANJA]";"622959LC";"Conjuntos Avulsos";"Carretas Agrícolas";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"747";"737"
"76038318";"CBHM6000 UG SS RD MM M17 VJ";"Carreta Hidráulica 7t (6m3) RD de 1 Eixo - USO GERAL - MANG MAIORES - VERDE - Molas, Freios e Pneus não Incluídos";"622962M17VJ";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SS";"Verde";;"RD";;"MANG. MAIORES";0;"1160";"1150"
"76038354";"CBHM6000 UG SS RD MM M17 VM";"Carreta Hidráulica 7t (6m3) RD de 1 Eixo - USO GERAL - C/ FREIOS + MANG MAIORES - VERMELHA - Molas e Pneus não Incluídos";"622962M17VM";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SS";"Vermelha";;"RD";;"MANG. MAIORES";0;"1160";"1150"
"76038377";"CBHM6000 UG SS T M20 VJ";"Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - VERDE - Molas, Freios e Pneus não Incluídos";"619622M20VJ";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SS";"Verde";;"TANDEM";;;0;"1174";"1164"
"76038494";"CBHM6000 UG SS T MM M20 VJ";"Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - C/ MANG MAIORES - VERDE - Molas, Freios e Pneus não Incluídos";"622913M20VJ";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SS";"Verde";;"TANDEM";;"MANG. MAIORES";0;"1174";"1164"
"76038576";"CBHM6000 UG SS T MM M20 VM";"Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - C/ MANG MAIORES - VERMELHA - Molas, Freios e Pneus não Incluídos";"622913M20VM";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SS";"Vermelha";;"TANDEM";;"MANG. MAIORES";0;"1174";"1164"
"76042271";"CBHM5000 GR SS RD BE MM M17 AN";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - BASE P/ ENSILADEIRA + MANG MAIORES - AZUL - Molas, Freios e Pneus não Incluídos";"622848M17AN";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Azul";;"RD";;"B. ENS. + MANG. MAIORES";0;"1010";"1000"
"76082940";"CBH7 FO SC RD MM M21 VM";"Carreta Hidráulica 7t (9m3)RD de 1 Eixo - FORRAGEIRA - C/ FREIOS + MANG MAIORES - VERMELHA - Molas e Pneus não Incluídos";"622837M21VM";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH7";"1E";"SC";"Vermelha";"1,4m";"RD";;"MANG. MAIORES";0;"1205";"1200"
"76116781";"CBH7 FO SS RD P750(I) M21 VJ";"Carreta Hidráulica 7t (9m3) RD de 1 Eixo - FORRAGEIRA - C/ PNEUS 750(I) - VERDE - Molas e Freios não Incluídos";"622964M21VJ";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH7";"1E";"SS";"Verde";"1,4m";"RD";"750(I) - 750(I) (Un)";;0;"1205";"1200"
"76116815";"CBH5 UG SS RD P750(I) M21 VJ";"Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL- C/ PNEUS 750(I) - VERDE - Molas e Freios não Incluídos";"622923M21VJ";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Verde";"60cm";"RD";"750(I) - 750(I) (Un)";;0;"800";"790"
"76116875";"CBH7 FO SS RD P750(I) M21 VM";"Carreta Hidráulica 7t (9m3) RD de 1 Eixo - FORRAGEIRA - C/ PNEUS 750(I) - VERMELHA - Molas e Freios não Incluídos";"622964M21VM";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH7";"1E";"SS";"Vermelha";"1,4m";"RD";"750(I) - 750(I) (Un)";;0;"1205";"1200"
"76118879";"CBHM5000 GR SS RD P750(I) M17 VJ";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - PNEUS - VERDE - Molas e Freios não Incluídos";"622966M17VJ";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Verde";;"RD";"750(I) - 750(I) (Un)";;0;"910";"900"
"76118915";"CBHM6000-2E SS RS/RD P750(I) M17";"Carreta Hidráulica 6t (6m3) RS/RD de 2 Eixos - USO GERAL - C/ PNEUS - Molas e Freios não Incluídos";"622967M17";"Uso Geral";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"2E";"SS";"Laranja";;"RS/RD";"750(I) - 750(I) (Un)";;0;"1566.25";"1468.75"
"76131704";"CBH7 UG SS RD P750(I) M21 AN";"Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - C/ PNEUS 750(I) - AZUL - Molas e Freios não Incluídos";"622928M21AN";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH7";"1E";"SS";"Azul";"60cm";"RD";"750(I) - 750(I) (Un)";;0;"1205";"1200"
"76131740";"CBH6-2E FO SS RS/RD P750(I) M21 VJ";"Carreta Hidráulica 6t (9m3) RS/RD de 2 Eixos - FORRAGEIRA - C/ PNEUS 750(I) - VERDE - Molas e Freios não Incluídos";"622939M21VJ";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH6-2E";"2E";"SS";"Verde";"1,4m";"RS/RD";"750(I) - 750(I) (Un)";;0;"1445";"1440"
"76134832";"CBH6-2E FO SS RS/RD P750(I) M21 AN";"Carreta Hidráulica 6t (9m3) RS/RD de 2 Eixos - FORRAGEIRA - C/ PNEUS 750(I) - AZUL - Molas e Freios não Incluídos";"622939M21AN";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH6-2E";"2E";"SS";"Azul";"1,4m";"RS/RD";"750(I) - 750(I) (Un)";;0;"1445";"1440"
"76168072";"CBH7 FO SS RD P750(I) M21 AN";"Carreta Hidráulica 7t (9m3) RD de 1 Eixo - FORRAGEIRA - C/ PNEUS 750(I) - AZUL - Molas e Freios não Incluídos";"622964M21AN";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH7";"1E";"SS";"Azul";"1,4m";"RD";"750(I) - 750(I) (Un)";;0;"1205";"1200"
"76168109";"CBH5 UG SS RD P750(I) M21 AN";"Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL- C/ PNEUS 750(I) - AZUL - Molas e Freios não Incluídos";"622923M21AN";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Azul";"60cm";"RD";"750(I) - 750(I) (Un)";;0;"800";"790"
